Country,State,City,Date,Year,Qtr,Month,Week,Product_Level1,Product_Level2,Customer_Level1,Customer_Level2,Units,Price
0,0,0,0,2015,0,0,1,0,T14,0,0,7381,5.822
0,0,0,0,2015,0,0,2,0,T14,0,0,6631,5.835
0,0,0,0,2015,0,0,3,0,T14,0,0,3335,6.033
0,0,0,0,2015,0,0,4,0,T14,0,0,3328,6.094
0,0,0,0,2015,0,0,5,0,T14,0,0,4845,5.716
0,0,0,0,2015,0,0,6,0,T14,0,0,6613,5.785
0,0,0,0,2015,0,0,7,0,T14,0,0,7189,5.556
0,0,0,0,2015,0,0,8,0,T14,0,0,3663,5.417
0,0,0,0,2015,0,0,9,0,T14,0,0,3678,5.868
0,0,0,0,2015,0,0,10,0,T14,0,0,3511,6.01
0,0,0,0,2015,0,0,11,0,T14,0,0,6181,5.766
0,0,0,0,2015,0,0,12,0,T14,0,0,5536,5.914
0,0,0,0,2015,0,0,13,0,T14,0,0,5885,5.883
0,0,0,0,2015,0,0,14,0,T14,0,0,5052,5.827
0,0,0,0,2015,0,0,15,0,T14,0,0,5491,5.899
0,0,0,0,2015,0,0,16,0,T14,0,0,12736,4.978
0,0,0,0,2015,0,0,17,0,T14,0,0,6235,5.962
0,0,0,0,2015,0,0,18,0,T14,0,0,3941,5.919
0,0,0,0,2015,0,0,19,0,T14,0,0,6039,5.918
0,0,0,0,2015,0,0,20,0,T14,0,0,6319,5.928
0,0,0,0,2015,0,0,21,0,T14,0,0,6264,5.974
0,0,0,0,2015,0,0,22,0,T14,0,0,6129,5.977
0,0,0,0,2015,0,0,23,0,T14,0,0,6390,5.905
0,0,0,0,2015,0,0,24,0,T14,0,0,6090,5.975
0,0,0,0,2015,0,0,25,0,T14,0,0,6591,5.977
0,0,0,0,2015,0,0,26,0,T14,0,0,7630,5.977
0,0,0,0,2015,0,0,27,0,T14,0,0,2553,6.956
0,0,0,0,2015,0,0,28,0,T14,0,0,1840,6.842
0,0,0,0,2015,0,0,29,0,T14,0,0,1643,6.667
0,0,0,0,2015,0,0,30,0,T14,0,0,6276,5.901
0,0,0,0,2015,0,0,31,0,T14,0,0,5989,5.95
0,0,0,0,2015,0,0,32,0,T14,0,0,5810,5.937
0,0,0,0,2015,0,0,33,0,T14,0,0,5895,5.974
0,0,0,0,2015,0,0,34,0,T14,0,0,3516,5.922
0,0,0,0,2015,0,0,35,0,T14,0,0,4962,5.874
0,0,0,0,2015,0,0,36,0,T14,0,0,5418,5.942
0,0,0,0,2015,0,0,37,0,T14,0,0,4542,5.944
0,0,0,0,2015,0,0,38,0,T14,0,0,6775,5.916
0,0,0,0,2015,0,0,39,0,T14,0,0,4802,5.895
0,0,0,0,2015,0,0,40,0,T14,0,0,6473,5.951
0,0,0,0,2015,0,0,41,0,T14,0,0,5540,5.938
0,0,0,0,2015,0,0,42,0,T14,0,0,5379,5.965
0,0,0,0,2015,0,0,43,0,T14,0,0,5199,5.969
0,0,0,0,2015,0,0,44,0,T14,0,0,4327,5.874
0,0,0,0,2015,0,0,45,0,T14,0,0,5755,5.93
0,0,0,0,2015,0,0,46,0,T14,0,0,3494,5.972
0,0,0,0,2015,0,0,47,0,T14,0,0,5764,5.975
0,0,0,0,2015,0,0,48,0,T14,0,0,7644,5.975
0,0,0,0,2015,0,0,49,0,T14,0,0,4267,5.97
0,0,0,0,2015,0,0,50,0,T14,0,0,6001,5.962
0,0,0,0,2015,0,0,51,0,T14,0,0,6292,5.954
0,0,0,0,2015,0,0,52,0,T14,0,0,7622,5.969
0,0,0,0,2016,0,0,1,0,T14,0,0,4216,5.977
0,0,0,0,2016,0,0,2,0,T14,0,0,14692,4.998
0,0,0,0,2016,0,0,3,0,T14,0,0,1559,6.989
0,0,0,0,2016,0,0,4,0,T14,0,0,2819,6.081
0,0,0,0,2016,0,0,5,0,T14,0,0,4048,5.974
0,0,0,0,2016,0,0,6,0,T14,0,0,4477,5.973
0,0,0,0,2016,0,0,7,0,T14,0,0,3361,5.885
0,0,0,0,2016,0,0,8,0,T14,0,0,4437,5.954
0,0,0,0,2016,0,0,9,0,T14,0,0,5419,5.964
0,0,0,0,2016,0,0,10,0,T14,0,0,7449,5.972
0,0,0,0,2016,0,0,11,0,T14,0,0,7147,5.939
0,0,0,0,2016,0,0,12,0,T14,0,0,7592,5.877
0,0,0,0,2016,0,0,13,0,T14,0,0,6619,5.969
0,0,0,0,2016,0,0,14,0,T14,0,0,6761,5.885
0,0,0,0,2016,0,0,15,0,T14,0,0,6231,5.9
0,0,0,0,2016,0,0,16,0,T14,0,0,7287,5.971
0,0,0,0,2016,0,0,17,0,T14,0,0,6730,5.94
0,0,0,0,2016,0,0,18,0,T14,0,0,6301,5.956
0,0,0,0,2016,0,0,19,0,T14,0,0,3636,5.936
0,0,0,0,2016,0,0,20,0,T14,0,0,6106,5.882
0,0,0,0,2016,0,0,21,0,T14,0,0,5573,5.972
0,0,0,0,2016,0,0,22,0,T14,0,0,11222,4.976
0,0,0,0,2016,0,0,23,0,T14,0,0,5396,5.971
0,0,0,0,2016,0,0,24,0,T14,0,0,5603,5.964
0,0,0,0,2016,0,0,25,0,T14,0,0,6348,5.934
0,0,0,0,2016,0,0,26,0,T14,0,0,4214,5.819
0,0,0,0,2016,0,0,27,0,T14,0,0,5177,5.977
0,0,0,0,2016,0,0,28,0,T14,0,0,5975,5.976
0,0,0,0,2016,0,0,29,0,T14,0,0,3448,5.97
0,0,0,0,2016,0,0,30,0,T14,0,0,6036,5.852
0,0,0,0,2016,0,0,31,0,T14,0,0,6085,5.887
0,0,0,0,2016,0,0,32,0,T14,0,0,6514,5.901
0,0,0,0,2016,0,0,33,0,T14,0,0,5326,5.961
0,0,0,0,2016,0,0,34,0,T14,0,0,3264,5.944
0,0,0,0,2016,0,0,35,0,T14,0,0,15213,4.879
0,0,0,0,2016,0,0,36,0,T14,0,0,5321,5.894
0,0,0,0,2016,0,0,37,0,T14,0,0,4256,5.979
0,0,0,0,2016,0,0,38,0,T14,0,0,6302,5.888
0,0,0,0,2016,0,0,39,0,T14,0,0,3031,5.936
0,0,0,0,2016,0,0,40,0,T14,0,0,5584,5.977
0,0,0,0,2016,0,0,41,0,T14,0,0,6564,5.864
0,0,0,0,2016,0,0,42,0,T14,0,0,4704,5.963
0,0,0,0,2016,0,0,43,0,T14,0,0,6452,5.972
0,0,0,0,2016,0,0,44,0,T14,0,0,3414,5.959
0,0,0,0,2016,0,0,45,0,T14,0,0,2927,5.891
0,0,0,0,2016,0,0,46,0,T14,0,0,2944,5.939
0,0,0,0,2016,0,0,47,0,T14,0,0,5226,5.879
0,0,0,0,2016,0,0,48,0,T14,0,0,3727,5.727
0,0,0,0,2016,0,0,49,0,T14,0,0,5869,5.934
0,0,0,0,2016,0,0,50,0,T14,0,0,7111,5.95
0,0,0,0,2016,0,0,51,0,T14,0,0,11400,5.731
0,0,0,0,2016,0,0,52,0,T14,0,0,8340,6.106
0,0,0,0,2017,0,0,1,0,T14,0,0,5799,5.8995
0,0,0,0,2017,0,0,2,0,T14,0,0,10662,5.4165
0,0,0,0,2017,0,0,3,0,T14,0,0,2447,6.511
0,0,0,0,2017,0,0,4,0,T14,0,0,3074,6.0875
0,0,0,0,2017,0,0,5,0,T14,0,0,4447,5.845
0,0,0,0,2017,0,0,6,0,T14,0,0,5545,5.879
0,0,0,0,2017,0,0,7,0,T14,0,0,5275,5.7205
0,0,0,0,2017,0,0,8,0,T14,0,0,4050,5.6855
0,0,0,0,2017,0,0,9,0,T14,0,0,4549,5.916
0,0,0,0,2017,0,0,10,0,T14,0,0,5480,5.991
0,0,0,0,2017,0,0,11,0,T14,0,0,6664,5.8525
0,0,0,0,2017,0,0,12,0,T14,0,0,6564,5.8955
0,0,0,0,2017,0,0,13,0,T14,0,0,6252,5.926
0,0,0,0,2017,0,0,14,0,T14,0,0,5907,5.856
0,0,0,0,2017,0,0,15,0,T14,0,0,5861,5.8995
0,0,0,0,2017,0,0,16,0,T14,0,0,10012,5.4745
0,0,0,0,2017,0,0,17,0,T14,0,0,6483,5.951
0,0,0,0,2017,0,0,18,0,T14,0,0,5121,5.9375
0,0,0,0,2017,0,0,19,0,T14,0,0,4838,5.927
0,0,0,0,2017,0,0,20,0,T14,0,0,6213,5.905
0,0,0,0,2017,0,0,21,0,T14,0,0,5919,5.973
0,0,0,0,2017,0,0,22,0,T14,0,0,8676,5.4765
0,0,0,0,2017,0,0,23,0,T14,0,0,5893,5.938
0,0,0,0,2017,0,0,24,0,T14,0,0,5847,5.9695
0,0,0,0,2017,0,0,25,0,T14,0,0,6470,5.9555
0,0,0,0,2017,0,0,26,0,T14,0,0,5922,5.898
0,0,0,0,2017,0,0,27,0,T14,0,0,3865,6.4665
0,0,0,0,2017,0,0,28,0,T14,0,0,3908,6.409
0,0,0,0,2017,0,0,29,0,T14,0,0,2546,6.3185
0,0,0,0,2017,0,0,30,0,T14,0,0,6156,5.8765
0,0,0,0,2017,0,0,31,0,T14,0,0,6037,5.9185
0,0,0,0,2017,0,0,32,0,T14,0,0,6162,5.919
0,0,0,0,2017,0,0,33,0,T14,0,0,5611,5.9675
0,0,0,0,2017,0,0,34,0,T14,0,0,3390,5.933
0,0,0,0,2017,0,0,35,0,T14,0,0,10088,5.3765
0,0,0,0,2017,0,0,36,0,T14,0,0,5370,5.918
0,0,0,0,2017,0,0,37,0,T14,0,0,4399,5.9615
0,0,0,0,2017,0,0,38,0,T14,0,0,6539,5.902
0,0,0,0,2017,0,0,39,0,T14,0,0,3917,5.9155
0,0,0,0,2017,0,0,40,0,T14,0,0,6029,5.964
0,0,0,0,2017,0,0,41,0,T14,0,0,6052,5.901
0,0,0,0,2017,0,0,42,0,T14,0,0,5042,5.964
0,0,0,0,2017,0,0,43,0,T14,0,0,5826,5.9705
0,0,0,0,2017,0,0,44,0,T14,0,0,3871,5.9165
0,0,0,0,2017,0,0,45,0,T14,0,0,4341,5.9105
0,0,0,0,2017,0,0,46,0,T14,0,0,3219,5.9555
0,0,0,0,2017,0,0,47,0,T14,0,0,5495,5.927
0,0,0,0,2017,0,0,48,0,T14,0,0,5686,5.851
0,0,0,0,2017,0,0,49,0,T14,0,0,5068,5.952
0,0,0,0,2017,0,0,50,0,T14,0,0,6556,5.956
0,0,0,0,2017,0,0,51,0,T14,0,0,8846,5.8425
0,0,0,0,2017,0,0,52,0,T14,0,0,7981,6.0375
0,0,0,0,2018,0,0,1,0,T14,0,0,5008,5.9383
0,0,0,0,2018,0,0,2,0,T14,0,0,12677,5.2073
0,0,0,0,2018,0,0,3,0,T14,0,0,2003,6.75
0,0,0,0,2015,0,0,1,0,I58,0,0,164,12.3433
0,0,0,0,2015,0,0,2,0,I58,0,0,215,11.0429
0,0,0,0,2015,0,0,3,0,I58,0,0,1246,12.2672
0,0,0,0,2015,0,0,4,0,I58,0,0,567,12.3457
0,0,0,0,2015,0,0,5,0,I58,0,0,459,3.4148
0,0,0,0,2015,0,0,6,0,I58,0,0,12,12.35
0,0,0,0,2015,0,0,7,0,I58,0,0,250,3.35
0,0,0,0,2015,0,0,8,0,I58,0,0,251,4.3567
0,0,0,0,2015,0,0,9,0,I58,0,0,1222,12.1391
0,0,0,0,2015,0,0,10,0,I58,0,0,1697,12.2952
0,0,0,0,2015,0,0,11,0,I58,0,0,146,9.0345
0,0,0,0,2015,0,0,12,0,I58,0,0,2632,10.5861
0,0,0,0,2015,0,0,13,0,I58,0,0,2360,12.3654
0,0,0,0,2015,0,0,14,0,I58,0,0,104,12.3119
0,0,0,0,2015,0,0,15,0,I58,0,0,19,12.5
0,0,0,0,2015,0,0,16,0,I58,0,0,464,12.4541
0,0,0,0,2015,0,0,17,0,I58,0,0,1810,12.2855
0,0,0,0,2015,0,0,18,0,I58,0,0,3067,10.9567
0,0,0,0,2015,0,0,19,0,I58,0,0,4008,10.6349
0,0,0,0,2015,0,0,20,0,I58,0,0,396,12.5
0,0,0,0,2015,0,0,21,0,I58,0,0,602,12.2691
0,0,0,0,2015,0,0,22,0,I58,0,0,313,4.5601
0,0,0,0,2015,0,0,23,0,I58,0,0,248,12.2786
0,0,0,0,2015,0,0,24,0,I58,0,0,392,12.4675
0,0,0,0,2015,0,0,25,0,I58,0,0,605,12.3571
0,0,0,0,2015,0,0,26,0,I58,0,0,2,12.5
0,0,0,0,2015,0,0,27,0,I58,0,0,1635,11.2908
0,0,0,0,2015,0,0,28,0,I58,0,0,7,12.24
0,0,0,0,2015,0,0,29,0,I58,0,0,470,12.458
0,0,0,0,2015,0,0,30,0,I58,0,0,1402,11.8709
0,0,0,0,2015,0,0,31,0,I58,0,0,1248,12.419
0,0,0,0,2015,0,0,32,0,I58,0,0,2938,12.4209
0,0,0,0,2015,0,0,33,0,I58,0,0,1389,12.3035
0,0,0,0,2015,0,0,34,0,I58,0,0,25,12.292
0,0,0,0,2015,0,0,35,0,I58,0,0,921,12.373
0,0,0,0,2015,0,0,36,0,I58,0,0,110,12.5
0,0,0,0,2015,0,0,37,0,I58,0,0,859,3.6163
0,0,0,0,2015,0,0,38,0,I58,0,0,1221,12.3673
0,0,0,0,2015,0,0,39,0,I58,0,0,1085,12.3158
0,0,0,0,2015,0,0,40,0,I58,0,0,193,12.5
0,0,0,0,2015,0,0,41,0,I58,0,0,153,12.4303
0,0,0,0,2015,0,0,42,0,I58,0,0,592,12.33
0,0,0,0,2015,0,0,43,0,I58,0,0,233,11.7569
0,0,0,0,2015,0,0,44,0,I58,0,0,479,11.0516
0,0,0,0,2015,0,0,45,0,I58,0,0,55,12.5
0,0,0,0,2015,0,0,46,0,I58,0,0,360,12.5
0,0,0,0,2015,0,0,47,0,I58,0,0,273,12.5
0,0,0,0,2015,0,0,48,0,I58,0,0,34,12.5
0,0,0,0,2015,0,0,49,0,I58,0,0,183,6.0361
0,0,0,0,2015,0,0,50,0,I58,0,0,475,12.419
0,0,0,0,2015,0,0,51,0,I58,0,0,454,11.7084
0,0,0,0,2015,0,0,52,0,I58,0,0,1375,7.7663
0,0,0,0,2016,0,0,1,0,I58,0,0,315,12.24
0,0,0,0,2016,0,0,2,0,I58,0,0,35,10.9629
0,0,0,0,2016,0,0,3,0,I58,0,0,530,12.0845
0,0,0,0,2016,0,0,4,0,I58,0,0,131,12.1278
0,0,0,0,2016,0,0,5,0,I58,0,0,1161,12.2855
0,0,0,0,2016,0,0,6,0,I58,0,0,807,12.3977
0,0,0,0,2016,0,0,7,0,I58,0,0,15,12.5
0,0,0,0,2016,0,0,8,0,I58,0,0,254,12.0398
0,0,0,0,2016,0,0,9,0,I58,0,0,1470,11.978
0,0,0,0,2016,0,0,10,0,I58,0,0,354,4.0719
0,0,0,0,2016,0,0,11,0,I58,0,0,834,11.0156
0,0,0,0,2016,0,0,12,0,I58,0,0,991,10.0155
0,0,0,0,2016,0,0,13,0,I58,0,0,324,9.2731
0,0,0,0,2016,0,0,14,0,I58,0,0,9,9.3
0,0,0,0,2016,0,0,15,0,I58,0,0,26,12.3769
0,0,0,0,2016,0,0,16,0,I58,0,0,1215,11.7412
0,0,0,0,2016,0,0,17,0,I58,0,0,140,12.1237
0,0,0,0,2016,0,0,18,0,I58,0,0,1252,7.4208
0,0,0,0,2016,0,0,19,0,I58,0,0,2,8.76
0,0,0,0,2016,0,0,20,0,I58,0,0,392,11.838
0,0,0,0,2016,0,0,21,0,I58,0,0,53,10.6291
0,0,0,0,2016,0,0,22,0,I58,0,0,925,12.1934
0,0,0,0,2016,0,0,23,0,I58,0,0,746,11.5234
0,0,0,0,2016,0,0,24,0,I58,0,0,915,12.316
0,0,0,0,2016,0,0,25,0,I58,0,0,802,10.9734
0,0,0,0,2016,0,0,26,0,I58,0,0,1081,10.2487
0,0,0,0,2016,0,0,27,0,I58,0,0,189,11.9641
0,0,0,0,2016,0,0,28,0,I58,0,0,493,5.197
0,0,0,0,2016,0,0,29,0,I58,0,0,450,12.2467
0,0,0,0,2016,0,0,30,0,I58,0,0,348,12.3147
0,0,0,0,2016,0,0,31,0,I58,0,0,432,11.5472
0,0,0,0,2016,0,0,32,0,I58,0,0,473,9.953
0,0,0,0,2016,0,0,33,0,I58,0,0,564,10.5825
0,0,0,0,2016,0,0,34,0,I58,0,0,1324,12.4756
0,0,0,0,2016,0,0,35,0,I58,0,0,717,10.2278
0,0,0,0,2016,0,0,36,0,I58,0,0,400,12.2798
0,0,0,0,2016,0,0,37,0,I58,0,0,135,12.5
0,0,0,0,2016,0,0,38,0,I58,0,0,34,9.4488
0,0,0,0,2016,0,0,39,0,I58,0,0,554,5.0542
0,0,0,0,2016,0,0,40,0,I58,0,0,3015,4.1154
0,0,0,0,2016,0,0,41,0,I58,0,0,410,12.2802
0,0,0,0,2016,0,0,42,0,I58,0,0,566,11.846
0,0,0,0,2016,0,0,43,0,I58,0,0,337,11.272
0,0,0,0,2016,0,0,44,0,I58,0,0,191,12.0361
0,0,0,0,2016,0,0,45,0,I58,0,0,529,9.4091
0,0,0,0,2016,0,0,46,0,I58,0,0,362,3.9646
0,0,0,0,2016,0,0,47,0,I58,0,0,489,9.2173
0,0,0,0,2016,0,0,48,0,I58,0,0,281,12.379
0,0,0,0,2016,0,0,49,0,I58,0,0,1353,10.8119
0,0,0,0,2016,0,0,50,0,I58,0,0,239,12.4372
0,0,0,0,2016,0,0,51,0,I58,0,0,493,9.9735
0,0,0,0,2016,0,0,52,0,I58,0,0,1957,9.4802
0,0,0,0,2017,0,0,1,0,I58,0,0,17,12.5
0,0,0,0,2017,0,0,2,0,I58,0,0,605,11.0925
0,0,0,0,2017,0,0,3,0,I58,0,0,316,11.202
0,0,0,0,2017,0,0,4,0,I58,0,0,116,12.5
0,0,0,0,2017,0,0,5,0,I58,0,0,357,9.9057
0,0,0,0,2017,0,0,6,0,I58,0,0,560,10.9693
0,0,0,0,2017,0,0,7,0,I58,0,0,416,12.3385
0,0,0,0,2017,0,0,8,0,I58,0,0,875,12.3274
0,0,0,0,2017,0,0,9,0,I58,0,0,310,12.5887
0,0,0,0,2017,0,0,10,0,I58,0,0,33,11.5303
0,0,0,0,2017,0,0,11,0,I58,0,0,1,8.04
0,0,0,0,2017,0,0,12,0,I58,0,0,1590,11.7061
0,0,0,0,2017,0,0,13,0,I58,0,0,765,12.1079
0,0,0,0,2017,0,0,14,0,I58,0,0,916,9.8113
0,0,0,0,2017,0,0,15,0,I58,0,0,357,11.6468
0,0,0,0,2017,0,0,16,0,I58,0,0,201,12.0493
0,0,0,0,2017,0,0,17,0,I58,0,0,975,12.2739
0,0,0,0,2017,0,0,18,0,I58,0,0,991,10.6994
0,0,0,0,2017,0,0,19,0,I58,0,0,601,8.7249
0,0,0,0,2017,0,0,20,0,I58,0,0,1096,11.9787
0,0,0,0,2017,0,0,21,0,I58,0,0,355,10.9594
0,0,0,0,2017,0,0,22,0,I58,0,0,1146,12.3253
0,0,0,0,2017,0,0,23,0,I58,0,0,1323,12.4796
0,0,0,0,2017,0,0,24,0,I58,0,0,143,12.22
0,0,0,0,2017,0,0,25,0,I58,0,0,1351,9.6584
0,0,0,0,2017,0,0,26,0,I58,0,0,395,14.85
0,0,0,0,2017,0,0,27,0,I58,0,0,559,12.1874
0,0,0,0,2017,0,0,28,0,I58,0,0,194,11.6578
0,0,0,0,2017,0,0,29,0,I58,0,0,32,13.7375
0,0,0,0,2017,0,0,30,0,I58,0,0,212,11.3373
0,0,0,0,2017,0,0,31,0,I58,0,0,76,12.1897
0,0,0,0,2017,0,0,32,0,I58,0,0,240,9.2445
0,0,0,0,2017,0,0,33,0,I58,0,0,356,12.5
0,0,0,0,2017,0,0,34,0,I58,0,0,151,12.3046
0,0,0,0,2017,0,0,35,0,I58,0,0,50,12.2324
0,0,0,0,2017,0,0,36,0,I58,0,0,415,16.7077
0,0,0,0,2017,0,0,37,0,I58,0,0,7,8.04
0,0,0,0,2017,0,0,38,0,I58,0,0,528,11.9939
0,0,0,0,2017,0,0,39,0,I58,0,0,357,8.9779
0,0,0,0,2017,0,0,40,0,I58,0,0,1072,8.6376
0,0,0,0,2017,0,0,41,0,I58,0,0,281,12.343
0,0,0,0,2017,0,0,42,0,I58,0,0,727,11.1326
0,0,0,0,2017,0,0,43,0,I58,0,0,130,12.9234
0,0,0,0,2017,0,0,44,0,I58,0,0,58,12.5
0,0,0,0,2017,0,0,45,0,I58,0,0,28,8.04
0,0,0,0,2017,0,0,46,0,I58,0,0,120,12.4257
0,0,0,0,2017,0,0,47,0,I58,0,0,524,12.5098
0,0,0,0,2017,0,0,48,0,I58,0,0,42,13.35
0,0,0,0,2017,0,0,49,0,I58,0,0,24,12.5
0,0,0,0,2017,0,0,50,0,I58,0,0,213,12.2697
0,0,0,0,2017,0,0,51,0,I58,0,0,119,12.5
0,0,0,0,2017,0,0,52,0,I58,0,0,1666,8.7729
0,0,0,0,2018,0,0,1,0,I58,0,0,212,10.7145
0,0,0,0,2018,0,0,2,0,I58,0,0,5,5.608
0,0,0,0,2018,0,0,3,0,I58,0,0,30,12.9833
